SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.003251656,58,0,10.0,1159.0,12,0,0,0,0.0
1,0.01281047,59,0,0.26929133899999996,1269.0,6,0,2,0,2.0
1,0.719133902,59,0,1787.0,2554.0,11,0,1,0,0.0
1,0.8311688309999999,25,0,0.350541216,1200.0,4,0,0,0,0.0
1,0.028970608999999998,47,0,0.5002318029999999,2156.0,9,0,1,0,0.0
1,0.0016987760000000001,70,0,0.17331682699999998,10500.0,10,0,2,0,0.0
1,0.135168536,67,0,0.619017025,6225.0,13,0,1,0,0.0
1,0.0019297679999999999,76,0,0.000285796,3498.0,3,0,0,0,0.0
1,0.01323026,76,0,1836.0,2554.0,11,0,1,0,0.0
1,0.032674476,70,0,689.0,2554.0,6,0,1,0,0.0
1,0.45490901799999994,39,0,807.0,1159.0,4,0,0,0,0.0
1,0.165579746,59,0,0.46163459100000004,4000.0,9,0,1,0,0.0
1,0.567597526,49,0,0.661630559,7015.0,18,0,2,0,0.0
1,0.305714625,57,0,0.651835643,4112.0,14,0,2,0,0.0
1,0.06954093900000001,87,0,740.0,1159.0,7,0,0,0,0.0
1,0.9999998999999999,74,0,0.224166667,3599.0,2,0,0,0,2.0
1,0.616766467,30,0,0.454386403,4000.0,7,0,1,0,1.0
1,0.05720419999999999,56,0,0.21869532600000002,4000.0,12,0,1,0,0.0
1,0.24995001,34,0,1245.0,0.0,4,0,2,0,1.0
0,0.9999998999999999,61,1,0.034893993,6791.0,1,2,0,1,3.0
1,0.069330252,45,0,0.190226222,8000.0,8,0,1,0,0.0
1,0.0,51,0,0.435629676,6415.0,10,0,2,0,1.0
1,0.163701504,42,0,0.633788737,3000.0,10,0,0,0,0.0
1,0.9999998999999999,34,0,726.0,1159.0,3,0,0,0,0.0
1,0.245823829,50,0,0.249782282,12630.0,16,0,1,0,0.0
1,0.20277924600000002,70,0,0.476210504,19020.0,18,0,2,0,0.0
1,0.024072915,52,0,0.279991047,4467.0,14,0,2,0,0.0
1,0.016178283,68,0,0.214592985,6043.0,8,0,1,0,0.0
1,0.014724596000000001,24,0,0.13916289,3750.0,4,0,0,0,0.0
1,0.470355433,53,0,0.419834903,8600.0,12,0,2,0,0.0
1,0.17075865199999998,57,0,0.048454084,6500.0,7,0,0,0,0.0
1,0.31216988100000004,51,0,0.29816208,10500.0,10,0,2,0,0.0
1,0.009151105,60,0,2577.0,8311.0,6,0,3,0,0.0
1,0.092397163,69,0,0.166666667,4217.0,15,0,1,0,0.0
1,0.027165912,67,0,0.264155331,8600.0,10,0,2,0,1.0
1,0.573416034,35,2,0.20431328,6166.0,14,0,0,0,0.0
1,0.044807875,82,0,0.028138837000000003,7000.0,8,0,0,0,0.0
1,0.214941866,61,0,0.022678186,8333.0,5,0,0,0,3.0
1,0.092190781,60,0,0.550979608,2500.0,3,0,1,0,0.0
1,0.337034062,43,0,0.39858962200000003,9500.0,12,0,1,0,2.0
1,0.032805971,50,0,3221.0,2554.0,11,0,1,0,0.0
1,1.048252912,36,6,0.285485806,2500.0,6,1,0,0,2.0
0,0.9999998999999999,26,0,0.053982006,3000.0,1,0,0,0,0.0
1,0.050905035999999994,66,0,983.0,2554.0,6,0,1,0,0.0
1,0.7304789140000001,63,0,0.36151574799999997,10159.0,19,0,1,0,0.0
1,0.061090427,44,0,0.340352463,11064.0,8,0,2,0,3.0
1,0.233776788,48,1,0.43342776200000005,6000.0,9,0,2,0,2.0
1,0.564679415,26,1,0.140959726,2333.0,7,0,0,0,0.0
1,0.92839723,58,3,0.11500225900000001,8851.0,8,3,0,1,2.0
1,0.16975178300000002,56,0,0.302715699,18300.0,6,0,1,0,0.0
1,0.054066617000000004,44,1,0.36601191,11250.0,9,0,2,0,2.0
1,0.057034802999999995,47,0,843.0,2554.0,8,0,1,0,0.0
1,0.0048808359999999995,89,0,0.000476145,10500.0,12,0,0,0,0.0
1,0.587480425,45,0,0.509442346,4500.0,10,0,1,0,3.0
1,0.993006993,31,1,0.012687428,2600.0,4,0,0,0,0.0
1,0.294787338,39,1,0.40362078,11433.0,16,0,3,0,0.0
1,1.142883112,59,1,1.042231693,5161.0,11,0,1,0,4.0
1,0.42745108299999995,54,0,1.180372558,2200.0,16,0,4,0,0.0
1,0.0,85,0,0.0,5356.0,5,0,0,0,
1,0.129445536,75,0,0.32773361300000003,6666.0,10,0,1,0,1.0
0,0.405374354,46,0,0.331672502,7425.0,10,0,2,0,3.0
1,0.641684461,68,1,0.95004995,1000.0,6,0,0,0,0.0
1,0.575221544,60,0,446.5,1.0,3,0,0,0,1.0
1,0.9407559590000001,43,0,0.95925704,1668.0,7,0,0,0,0.0
1,0.04931338,61,0,2001.0,8311.0,9,0,2,0,2.0
0,0.72927242,51,3,0.235343737,4741.0,6,1,1,1,0.0
1,0.9860398340000001,66,0,0.508253938,10600.0,14,0,1,0,1.0
0,0.520593606,38,0,1.808869457,1600.0,6,0,2,0,0.0
1,0.326216157,45,0,0.126593279,3451.0,14,0,0,0,2.0
1,0.29213558300000003,58,0,0.20086884600000002,4833.0,15,0,0,0,0.0
1,0.042245908,71,0,2019.0,2554.0,8,0,1,0,0.0
0,0.9999998999999999,23,98,0.0,4826.0,0,98,0,98,0.0
1,0.035975397,78,0,72.0,1159.0,5,0,0,0,0.0
1,0.015178603999999998,46,1,47.0,1159.0,18,0,0,0,0.0
1,0.44084828200000004,52,0,0.29923228,5600.0,10,0,0,0,0.0
1,0.041512215,32,1,0.09852336,4130.0,7,0,0,0,3.0
1,0.0,56,0,0.41671665700000005,5000.0,7,0,2,0,1.0
1,0.9999998999999999,39,0,0.504505716,7434.0,4,0,1,0,0.0
0,0.724149789,53,0,0.63403327,11000.0,17,0,2,0,2.0
1,0.057168830999999996,46,0,0.270072993,10000.0,14,0,2,0,1.0
1,0.086972826,41,0,0.037667512,2760.0,2,0,0,0,0.0
1,0.362952681,57,1,2125.0,8311.0,8,0,2,0,3.0
1,0.041334513999999996,61,0,150.0,1159.0,10,0,0,0,0.0
1,0.202217366,62,1,0.225595346,5500.0,12,0,0,1,0.0
0,0.802722728,38,1,2128.0,1159.0,8,1,0,0,5.0
1,0.241924415,54,0,0.516206897,2899.0,15,0,1,0,0.0
1,0.45680971200000003,29,0,616.0,1159.0,9,0,0,0,0.0
1,0.586464615,65,1,0.670173593,1900.0,4,0,1,0,0.0
1,0.000883267,53,0,0.137228118,9516.0,8,0,1,0,0.0
1,0.001991204,73,0,0.122454484,7414.0,12,0,0,0,0.0
0,0.608101214,60,0,483.0,1159.0,4,1,0,0,0.0
1,0.031637161000000004,45,0,0.55873204,6750.0,16,0,4,1,4.0
1,0.0,28,0,0.24581005600000003,715.0,2,0,0,0,0.0
1,0.41306667700000005,56,2,0.444681418,3750.0,11,0,1,0,1.0
1,0.0033560879999999997,49,0,0.21347876899999998,7700.0,7,0,1,0,2.0
1,0.19323799100000003,40,0,2076.0,0.0,5,0,1,0,0.0
1,0.0,74,0,0.001333111,6000.0,4,0,0,0,0.0
1,0.148343426,59,0,0.309049354,14000.0,15,0,2,0,0.0
1,0.384331876,55,0,987.0,2554.0,3,0,1,0,0.0
1,0.88011988,30,2,0.080589939,3796.0,5,0,0,0,1.0
0,0.7790262170000001,36,1,2.9795021960000003,1365.0,7,1,0,2,1.0
1,0.08983083800000001,74,0,0.027993002000000003,4000.0,6,0,0,0,0.0
1,0.9035672290000001,28,1,0.292083013,1300.0,4,0,0,0,1.0
1,0.002409856,72,0,0.458392649,7726.0,7,0,2,0,0.0
0,0.9747922609999999,32,3,1.3838463559999998,3800.0,11,0,3,0,4.0
1,0.578908422,59,0,0.19125931300000001,11005.0,10,0,0,0,1.0
1,0.8574069409999999,41,0,0.328458943,8000.0,8,0,1,0,1.0
1,0.018858438999999998,66,0,0.094403324,7700.0,16,0,0,0,0.0
1,0.079575338,37,0,0.143964009,4000.0,7,0,0,0,0.0
1,0.18171461100000003,38,0,965.0,0.0,14,0,0,1,2.0
1,0.027887856000000003,31,0,115.0,1159.0,6,0,0,0,0.0
1,0.904323175,72,0,4303.0,8311.0,13,0,2,0,0.0
1,0.022005626,63,0,0.075822368,6079.0,18,0,0,0,0.0
1,0.18343113100000003,54,0,0.235874848,6583.0,9,0,1,0,0.0
1,0.088760385,33,0,0.9506054429999999,8340.0,20,0,2,0,2.0
0,0.29585207399999996,35,0,21.0,1159.0,2,1,0,1,0.0
1,0.348974176,48,0,0.190184049,4889.0,9,0,0,0,1.0
1,0.040562519,49,0,0.291666667,6791.0,14,0,2,0,0.0
1,0.19059332,56,0,0.214878834,5900.0,7,0,1,0,2.0
1,0.0,55,0,63.0,1159.0,2,0,0,0,0.0
1,0.106931199,38,1,0.286785536,6000.0,10,0,0,0,0.0
1,0.6996310920000001,43,0,0.158736772,12000.0,25,0,0,3,0.0
1,0.385650275,71,0,2828.0,2554.0,15,0,1,0,0.0
1,0.0036454770000000003,85,0,0.00089982,3333.0,3,0,0,0,0.0
1,0.0012458810000000001,80,0,0.011998,6000.0,11,0,0,0,0.0
1,0.9999998999999999,68,0,1049.0,2554.0,2,0,1,0,0.0
1,0.084417095,57,0,0.231938851,12166.0,13,0,2,0,2.0
1,0.570505589,27,0,470.0,0.0,8,0,0,0,2.0
1,0.14383509,37,0,0.303559525,7500.0,6,0,2,0,2.0
1,0.244868327,51,0,0.10878128599999999,16500.0,11,0,0,0,0.0
1,0.045023537999999995,61,0,0.679503796,5400.0,12,0,2,0,0.0
1,0.001684328,74,0,0.268863419,6281.0,14,0,2,0,0.0
1,0.030178642000000002,54,0,0.040853252,10500.0,9,0,0,0,2.0
1,0.18883813,50,0,0.253730415,16083.0,11,0,2,0,2.0
0,0.664670659,35,3,0.23707512100000003,3500.0,7,1,0,1,0.0
1,0.551594923,69,0,0.561233853,14166.0,18,0,4,0,0.0
1,0.203704346,63,0,0.391036321,6001.0,6,0,1,0,0.0
1,0.042759899999999997,52,0,7806.0,8311.0,21,0,2,0,2.0
1,0.29530045,74,0,0.662710806,1600.0,13,0,0,0,0.0
1,0.25164172,78,0,2780.0,8311.0,18,0,2,0,0.0
1,0.12002655300000001,68,0,0.35439000600000004,11286.0,6,0,2,0,0.0
0,0.980203959,60,6,2128.0,2554.0,11,1,1,0,0.0
1,0.35920503200000004,61,0,0.45638973200000005,7245.0,11,0,1,0,1.0
1,0.0,45,0,0.24415117,5000.0,5,0,1,0,0.0
1,0.13134763900000002,62,1,0.39102564100000003,2027.0,10,0,1,0,1.0
1,0.045634688,61,0,754.0,2554.0,4,0,1,0,0.0
1,0.24978427600000003,65,0,2362.0,1159.0,27,0,0,0,0.0
1,0.035261272,83,0,0.018718503,4166.0,15,0,0,0,0.0
1,0.9999998999999999,91,0,5.0,1159.0,5,0,0,0,0.0
1,0.161384159,64,0,571.0,1159.0,8,0,0,0,0.0
1,0.650180755,45,1,0.265145277,8500.0,11,0,1,0,1.0
1,0.05069385,46,0,1793.0,2554.0,7,0,1,0,0.0
1,0.725059025,55,0,0.391866082,8900.0,15,0,2,0,0.0
1,0.03072113,62,0,0.14464875900000002,11800.0,12,0,2,0,0.0
1,0.11498727199999999,67,0,0.439883646,6187.0,14,0,1,0,0.0
1,0.9999998999999999,26,2,0.157201272,2200.0,1,0,0,1,0.0
1,0.256653965,39,0,778.0,0.0,5,0,0,0,0.0
1,0.042192224,64,0,0.68707483,9260.0,26,0,3,0,0.0
1,0.012778198999999999,70,0,3630.0,2554.0,16,0,1,0,
1,0.059342781,40,0,0.016309562,3126.0,4,0,0,0,0.0
1,0.609029256,67,1,0.909696768,3000.0,13,0,3,0,0.0
1,0.223337879,38,0,0.49348682200000005,3300.0,5,0,1,0,0.0
1,0.9999998999999999,53,2,0.004736344,9500.0,8,3,0,0,1.0
1,0.006939844000000001,63,0,0.224750875,7425.0,10,0,1,0,0.0
1,0.66154177,36,0,807.0,1159.0,7,0,0,0,0.0
1,1.4830339319999999,32,2,0.025344352999999997,1814.0,1,3,0,2,0.0
1,0.044788195,35,0,720.0,1159.0,9,0,0,0,0.0
1,0.07445226099999999,59,0,0.163546916,16667.0,10,0,3,0,1.0
1,0.010859123,76,0,0.0065774019999999996,4256.0,7,0,0,0,0.0
1,0.9999998999999999,34,0,0.60068673,4950.0,4,0,1,0,0.0
1,0.031022533999999997,53,0,0.308943089,6149.0,8,0,1,0,0.0
1,0.035738708,70,0,0.359433569,2400.0,29,0,0,0,0.0
1,0.030478183,65,0,0.0049995,10000.0,8,0,0,0,0.0
1,0.09946413,46,0,0.250989377,4800.0,10,0,0,0,2.0
1,0.17728101,78,0,119.0,1159.0,4,0,0,0,0.0
1,0.041404388,73,0,88.0,0.0,3,0,0,0,2.0
1,0.9999998999999999,52,0,358.0,1159.0,4,1,0,0,4.0
1,0.111313754,27,0,0.114777045,5000.0,5,0,1,0,0.0
0,0.576304339,63,0,0.471161241,3900.0,5,0,1,1,0.0
1,0.044192916,56,0,0.29054189199999997,5000.0,10,0,2,0,0.0
1,0.217821782,50,0,0.198760248,5000.0,2,0,0,0,0.0
1,0.099580084,62,0,1478.0,2554.0,7,0,1,0,0.0
0,0.843510098,76,0,1.718056389,1666.0,9,0,1,0,0.0
1,0.99290071,41,0,0.378118093,6333.0,5,0,2,0,0.0
1,0.052604142,36,0,0.329241277,10833.0,15,0,4,0,0.0
1,0.7597717709999999,37,0,0.36936306399999996,10000.0,10,0,1,0,3.0
1,0.296820966,40,0,0.128916145,7500.0,11,0,0,0,0.0
1,0.05604885,57,1,0.500394633,3800.0,7,0,1,0,0.0
1,0.124641675,56,0,0.286718354,13800.0,8,0,1,0,0.0
1,0.0,90,0,40.0,1159.0,10,0,0,0,0.0
1,0.018475838999999997,44,2,0.300465437,5800.0,12,0,1,0,1.0
1,0.047862420999999995,57,0,0.23166146699999998,12500.0,14,0,2,0,0.0
0,0.8323353290000001,35,1,684.0,1159.0,3,0,0,1,
1,0.00605649,67,0,1613.0,2554.0,5,0,1,0,0.0
1,0.043223397000000004,73,0,113.0,1159.0,15,0,0,0,0.0
1,0.881514811,62,0,0.489179104,2679.0,4,0,1,0,0.0
1,0.0,63,0,0.36778957100000004,2166.0,4,0,0,0,0.0
1,0.07538492299999999,35,0,0.001609599,6833.0,2,0,0,0,0.0
0,0.441506499,57,0,156.0,1159.0,3,3,0,0,0.0
1,0.000998599,59,0,0.121155123,9037.0,11,0,1,0,1.0
0,0.9999998999999999,36,98,0.007936508,3275.0,0,98,0,98,2.0
1,0.053967137000000005,68,1,0.74690124,2500.0,9,0,1,0,0.0
1,0.000583931,43,0,1792.0,2554.0,14,0,1,0,0.0
1,0.9999998999999999,72,0,43.0,1159.0,0,0,0,0,
1,0.23218839100000002,66,0,0.581727338,1400.0,7,0,1,0,0.0
1,0.7387366190000001,65,0,0.481353326,2600.0,5,0,1,0,0.0
0,0.9999998999999999,44,0,0.0037921879999999997,2636.0,0,2,0,0,1.0
1,0.030517502000000002,67,0,0.161922538,15000.0,23,0,3,0,1.0
1,0.001491097,56,0,5173.0,2554.0,4,0,1,0,
1,0.645921856,30,0,0.47337990799999996,4150.0,12,0,0,0,2.0
1,0.592673494,44,0,0.542387437,8150.0,14,0,2,1,2.0
1,0.100118068,77,1,0.03510721,9000.0,12,0,1,0,0.0
1,0.0252805,63,0,0.7416139540000001,5216.0,11,0,2,0,0.0
1,0.213456163,64,0,0.735554618,2370.0,9,0,2,0,0.0
1,0.9999998999999999,51,0,1.161676647,500.0,2,0,0,0,2.0
1,0.34666666700000004,64,0,2375.0,8311.0,9,0,2,0,0.0
1,0.9999998999999999,24,0,66.0,1159.0,0,0,0,0,
1,0.0,37,0,1.486810552,1250.0,8,0,2,0,3.0
1,0.283421363,38,0,0.673676952,5800.0,7,0,2,0,1.0
1,0.302425149,64,0,1594.0,2554.0,10,0,1,0,0.0
1,0.0,64,0,0.036156375,57195.0,6,0,1,0,1.0
1,0.089408258,56,0,0.244935543,3800.0,8,0,1,0,3.0
1,0.177980224,40,1,0.43971205799999996,5000.0,8,0,2,0,2.0
1,0.602291245,60,2,1.275761368,2396.0,10,0,1,0,0.0
1,0.379361275,40,0,0.48990945799999996,9166.0,15,0,2,0,1.0
1,0.004712213,55,0,0.367106176,4322.0,11,0,1,0,0.0
1,0.36094126,44,0,1.489404238,2500.0,4,0,1,0,2.0
1,0.215177216,51,0,0.203493592,12250.0,6,0,2,0,3.0
1,0.023480612999999997,53,0,0.290165078,4300.0,9,0,2,0,2.0
1,0.055023194000000004,39,0,0.35702641,9200.0,9,0,2,0,1.0
1,0.0,49,1,0.235152969,5000.0,8,0,1,0,0.0
1,0.103898669,72,0,126.0,1159.0,4,0,0,0,0.0
1,0.312468753,59,0,0.253402838,3452.0,8,0,1,1,0.0
1,0.9999998999999999,61,0,0.28298652399999996,21000.0,9,0,2,0,0.0
1,0.762005409,67,0,0.47922011299999995,3897.0,10,0,0,0,0.0
1,0.675578846,28,0,0.524822695,3947.0,10,0,2,0,0.0
1,0.652225054,40,0,2767.0,2554.0,4,5,1,0,0.0
1,0.9923941159999999,35,1,0.54335095,7000.0,13,0,1,0,1.0
1,0.00695216,53,0,427.0,2554.0,3,0,1,0,1.0
0,0.533710245,66,0,0.560355605,7198.0,16,1,1,0,0.0
1,0.34146227,54,0,0.09874182,73200.0,22,0,3,0,1.0
1,0.001309248,43,0,1295.0,2554.0,9,0,1,0,
1,0.130412883,61,1,0.487503289,3800.0,11,1,1,0,1.0
1,0.9999998999999999,46,1,0.522822779,6900.0,8,0,3,0,1.0
1,0.056668772,74,0,0.43405659399999996,10000.0,11,0,2,0,1.0
1,0.574991178,61,0,0.425242131,3303.0,5,0,1,0,0.0
1,0.020898955,66,0,0.17778936399999998,3835.0,14,0,0,0,0.0
1,0.32991739600000003,45,0,3622.0,2554.0,5,0,1,0,0.0
1,0.325492652,57,0,0.82510259,7066.0,21,0,3,0,2.0
1,0.817242529,36,0,1355.0,2554.0,6,0,1,0,1.0
1,0.551535421,46,0,0.04446263,10997.0,3,0,0,0,2.0
1,0.0,39,0,0.356802082,6916.0,5,0,2,0,0.0
1,0.24067593199999998,26,0,0.256165297,4500.0,6,0,0,0,0.0
1,0.030249055,50,0,0.198742836,10817.0,5,0,1,0,2.0
1,0.44957431,42,0,0.20925366199999998,4300.0,6,0,0,0,1.0
0,0.7294077309999999,30,3,0.960929088,6500.0,13,0,2,1,1.0
1,0.140249288,58,0,0.284593055,9300.0,15,0,2,0,3.0
1,0.12088127300000001,48,0,0.39275966100000004,6960.0,5,0,2,0,2.0
1,0.03179682,25,0,0.108880572,2938.0,3,0,0,0,1.0
0,0.915084915,32,0,0.485003333,4500.0,4,0,1,0,0.0
1,0.002279909,60,0,973.0,2554.0,3,0,1,0,
1,0.0,60,0,1551.0,2554.0,8,0,1,0,0.0
0,0.9171313209999999,43,5,2642.0,2554.0,5,2,1,0,0.0
1,0.06587863,46,0,0.166626823,4182.0,6,0,0,0,2.0
1,0.089620876,50,0,0.011108643,4500.0,3,0,0,0,0.0
1,0.050913528,45,0,0.278672133,10000.0,10,0,1,0,2.0
1,0.204868877,58,0,0.208772748,10714.0,17,0,2,0,1.0
1,0.042882965999999995,88,0,195.0,1159.0,5,0,0,0,0.0
1,0.30728294899999997,53,0,1826.0,8311.0,9,0,2,0,0.0
0,0.9999998999999999,31,1,0.434688111,4600.0,3,0,2,3,2.0
0,0.14184017,45,2,0.42859952799999995,5083.0,25,0,2,1,2.0
1,1.025365104,41,0,0.031994668,6000.0,8,0,0,0,4.0
1,0.9999998999999999,55,1,51.0,1159.0,0,0,0,0,0.0
1,0.304914798,53,0,0.328474967,12143.0,17,0,3,0,0.0
1,0.24791792699999998,52,0,0.34691766700000004,4833.0,6,0,1,0,0.0
1,0.079974447,62,0,0.35623909200000003,4583.0,16,0,1,0,1.0
1,0.444213895,65,0,0.05242451099999999,10166.0,3,0,0,0,0.0
1,0.07508532400000001,45,0,0.247094856,11100.0,15,0,2,0,1.0
1,0.121980752,62,0,2212.0,2554.0,15,0,1,0,0.0
1,0.0,68,0,1847.0,2554.0,8,0,1,0,0.0
1,0.45429864299999995,43,0,0.384633045,13066.0,18,0,3,0,2.0
1,0.043978011,22,0,68.0,1159.0,1,0,0,0,0.0
1,0.113289156,70,0,0.52073963,2000.0,10,0,1,0,0.0
1,0.9999998999999999,61,0,0.055967632999999996,1482.0,0,1,0,0,0.0
1,0.846388267,42,0,0.194333599,5011.0,6,0,0,0,0.0
1,0.0,60,0,0.05701592,2700.0,1,0,0,0,0.0
1,0.061562526,62,0,0.168864753,11600.0,15,0,2,0,0.0
1,0.206279372,41,0,0.180096664,12620.0,4,0,2,0,3.0
1,0.964054492,58,0,0.666364871,4417.0,10,0,2,0,0.0
1,0.9993211129999999,27,0,44.0,1159.0,1,0,0,0,
1,0.20730319600000002,68,0,0.155560675,17362.0,9,0,1,0,1.0
1,0.322519668,51,2,2217.0,2554.0,14,0,1,0,3.0
1,0.9999998999999999,44,0,0.368767401,3950.0,3,0,1,0,0.0
1,0.700648203,58,0,0.166569997,18964.0,17,0,2,0,1.0
1,0.753266718,26,0,0.096611722,4367.0,4,0,0,1,3.0
1,0.458688621,24,0,0.087728068,4000.0,3,0,0,0,0.0
1,0.407581885,34,0,0.21110646,7166.0,6,0,0,0,0.0
1,0.05957787900000001,54,0,0.512206464,4300.0,12,0,2,0,3.0
1,0.38985775100000003,50,0,0.839716967,6500.0,11,0,2,0,0.0
1,0.041875225,44,0,0.620250863,5500.0,15,0,1,0,2.0
1,0.011249297,47,0,0.44669180700000005,5833.0,5,0,1,0,1.0
1,0.016199676,38,0,0.19892473100000002,7253.0,6,0,1,0,3.0
1,0.095687917,47,1,0.078014184,8600.0,23,0,0,0,5.0
1,0.025216985,51,0,0.496353692,8775.0,12,0,1,0,3.0
1,0.43604265299999995,69,0,0.414636989,8580.0,7,0,2,0,0.0
1,0.0,59,0,0.152975048,5209.0,5,0,0,0,0.0
1,0.9293757979999999,48,0,0.28879061699999997,5200.0,13,0,0,0,0.0
1,0.762319216,42,0,0.36329453899999997,5584.0,5,0,0,0,0.0
1,0.488921504,43,0,0.8595760790000001,2641.0,10,0,1,0,1.0
1,0.023339771000000002,45,0,2516.0,2554.0,8,0,1,0,2.0
1,0.209684331,25,0,0.12395042,2500.0,4,0,0,0,0.0
1,0.16986135100000002,50,0,3723.0,2554.0,10,0,1,0,0.0
1,0.022636532999999997,48,0,0.00264667,6800.0,6,0,0,0,0.0
1,0.522603853,54,0,0.47577592700000004,5283.0,17,0,0,0,0.0
1,0.36890043,39,1,2632.0,2554.0,10,0,1,0,3.0
1,0.0,78,0,0.0,3500.0,1,0,0,0,0.0
1,0.005741109,58,0,0.204906013,7500.0,10,0,1,0,0.0
1,0.031922586,67,0,0.11554271699999999,9000.0,7,0,1,0,1.0
1,0.040382558,39,0,0.42251107,7000.0,13,0,1,0,0.0
